firstname,lastname,city,year,gender
Ramon,Castro,Brawley,2020,male
George,Nava,Brawley,2020,male
Donald,Wharton,Brawley,2020,male
Gil,Rebollar,Brawley,2022,male
Luke,Hamby,Brawley,2022,male
Ron,Garcia,BREA,2010,male
Roy,Moore,BREA,2010,male
Brett,Murdock,BREA,2010,male
Christine,Marick,Brea,2012,female
Marty,Simonoff,Brea,2012,male
Cecilia,Hupp,Brea,2014,female
Steven,Vargas,Brea,2014,male
Glenn,Parker,Brea,2014,male
Christine,Marick,Brea,2016,female
Marty,Simonoff,Brea,2016,male
Cecilia,Hupp,Brea,2018,female
Glenn,Parker,Brea,2018,male
Steven,Vargas,Brea,2018,male
Christine,Marick,Brea,2020,female
Marty,Simonoff,Brea,2020,male
Steven,Vargas,Brea,2022,male
Blair,Stewart,Brea,2022,male
Cecilia,Hupp,Brea,2022,female
Steve,Barr,BRENTWOOD,2010,male
Joel,Bryant,BRENTWOOD,2010,male
Gene,Clare,Brentwood,2012,female
Erick,Stonebarger,Brentwood,2012,male
Claudettte,Staton,Brentwood,2016,female
Karen,Rarey,Brentwood,2016,female
Joel,Bryant,Brentwood,2018,male
Johnny,Rodriguez,Brentwood,2018,male
Jovita,Mendoza,Brentwood,2020,female
Susannah,Meyer,Brentwood,2020,female
Patanisha,Pierson,Brentwood,2022,female
Tony,Oerlemans,Brentwood,2022,male
Douglas,Arnold,BRIGGS,2010,male
James,Sheppard,BRIGGS,2010,male
Angela,Thompson,BRIGGS,2010,female
Ray,Miller,Brisbane,2011,male
Terry,O'Connell,Brisbane,2011,male
Lori,Liu,Brisbane,2013,female
W.,Conway,Brisbane,2013,male
Cliff,Lentz,Brisbane,2013,male
Terry,O'Connell,Brisbane,2015,male
Madison,Davison,Brisbane,2015,male
W.,Conway,Brisbane,2017,male
Karen,Cunningham,Brisbane,2017,female
Cliff,Lentz,Brisbane,2017,male
Madison,Davis,Brisbane,2019,male
Terry,O'Connell,Brisbane,2019,male
Coleen,Mackin,Brisbane,2020,female
Karen,Cunningham,Brisbane,2020,female
Cliff,Lentz,Brisbane,2020,male
Madison,Davis,Brisbane,2022,male
Terry,O'Connell,Brisbane,2022,male
Ed,Andrisek,BUELLTON,2010,male
Judith,Dale,BUELLTON,2010,female
Russ,Hicks,BUELLTON,2010,male
Leo,Elovitz,Buellton,2012,male
Holly,Sierra,Buellton,2012,female
John,Connolly,Buellton,2014,male
Ed,Andrisek,Buellton,2014,male
Dan,Baumann,Buellton,2014,female
Foster,Reif,Buellton,2016,male
Ed,Adrisek,Buellton,2018,male
Dave,King,Buellton,2018,male
Art,Mercado,Buellton,2018,male
John,Sanchez,Buellton,2018,male
Elysia,Lewis,Buellton,2020,female
Art,Mercado,Buellton,2020,male
John,Sanchez,Buellton,2020,male
Hudson,Hornick,Buellton,2022,male
David,Silva,Buellton,2022,male
Steve,Berry,BUENA PARK,2010,male
Miller,Oh,BUENA PARK,2010,male
Elizabeth,Swift,BUENA PARK,2010,female
Art,Brown,Buena Park,2012,male
Fred,Smith,Buena Park,2012,male
Elizabeth,Swift,Buena Park,2014,female
Steve,Berry,Buena Park,2014,male
Virginia,Vaughn,Buena Park,2014,female
Fred,Smith,Buena Park,2016,male
Art,Brown,Buena Park,2016,male
Sunny,Park,Buena Park,2018,female
Elizabeth,Swift,Buena Park,2018,female
Connor,Traut,Buena Park,2018,male
Susan,Sonne,Buena Park,2020,female
Arthur,Brown,Buena Park,2020,male
Joyce,Ahn,Buena Park,2022,female
Jose,Castaneda,Buena Park,2022,male
Gary,Bric,Burbank,2011,male
Emily,Gabel-Luddy,Burbank,2011,female
Robert,Frutos,Burbank,2013,male
David,Gordon,Burbank,2013,male
Jess,Talamantes,Burbank,2013,male
Emily,Gabel-Luddy,Burbank,2015,female
Will,Rogers,Burbank,2015,male
Christopher,Rizzotti,Burbank,2015,male
Juan,Guillen. Jr.,Burbank,2015,female
Jess,Talamantes,Burbank,2017,male
Robert,Frutos,Burbank,2017,male
Sharon,Springer,Burbank,2017,male
Konstantine,Anthony,Burbank,2020,female
Nick,Schultz,Burbank,2020,male
Nikki,Perez,Burbank,2022,female
Tamala,Takahashi,Burbank,2022,female
Zizette,Mullins,Burbank,2022,female
Jerry,Deal,Burlingame,2011,male
Terry,Nagel,Burlingame,2011,male
Ann,Keighran,Burlingame,2013,female
Michael,Brownrigg,Burlingame,2013,male
Ricardo,Ortiz,Burlingame,2013,male
Emily,Beach,Burlingame,2015,female
Donna,Colson,Burlingame,2015,female
Michael,Brownrigg,Burlingame,2017,male
Ann,Keighran,Burlingame,2017,female
Ricardo,Ortiz,Burlingame,2017,male
Emily,Beach,Burlingame,2019,female
Donna,Colson,Burlingame,2019,female
Ricardo,Ortiz,Burlingame,2022,male
Michael,Brownrigg,Burlingame,2022,male
Peter,Stevenson,Burlingame,2022,male
Fred,Gaines,Calabasas,2011,male
Lucy,Martin,Calabasas,2011,female
Mary,Maurer,Calabasas,2013,female
James,Bozajian,Calabasas,2013,male
David,Shapiro,Calabasas,2013,male
Alicia,Weintraub,Calabasas,2015,female
Fred,Gaines,Calabasas,2015,male
James,Bozajian,Calabasas,2018,male
Mary,Maurer,Calabasas,2018,female
David,Shapiro,Calabasas,2018,male
Peter,Kraut,Calabasas,2020,male
Alicia,Weintraub,Calabasas,2020,female
James,Bozajian,Calabasas,2022,male
David,Shapiro,Calabasas,2022,male
Edward,Albrecht,Calabasas,2022,male
Bill,Hodge,CALEXICO,2010,male
Maritza,Hurtado-Barron,CALEXICO,2010,female
Joong,Kim,Calexico,2012,male
John,Moreno,Calexico,2012,male
Luis,Castro,Calexico,2012,male
Armando,Real,Calexico,2014,male
Maritza,Hurtado,Calexico,2014,female
Lewis,Pacheo,Calexico,2016,male
Jesus,Escobar,Calexico,2016,male
Bill,Hodge,Calexico,2016,male
Rosie,Fernandez,Calexico,2018,female
David,Romero,Calexico,2018,male
Javier,Moreno,Calexico,2020,male
Gloria,Romo,Calexico,2020,female
Raul,Ureña,Calexico,2020,male
Camilo,Garcia,Calexico,2020,male
Raul,Ureña,Calexico,2022,male
Gilberto,Manzanarez,Calexico,2022,male
Edward,Fuller,CALIFORNIA CITY,2010,male
Charles,McGuire,CALIFORNIA CITY,2010,male
Jennifer,Wood,California City,2012,female
William,Smith,California City,2012,male
James,Gray,California City,2014,male
Chuck,McGuire,California City,2014,male
Gene,Stump,California City,2016,female
Donald,Parris,California City,2016,male
Tami,Johnson,California City,2018,female
Nicholas,Lessenevitch,California City,2018,male
James,Creighton,California City,2020,male
Karen,Macedonio,California City,2020,female
Kelly,Kulikoff,California City,2020,female
Ronald,"Smith, Jr",California City,2022,male
Michael,Kulikoff,California City,2022,male
Jeff,Hewitt,CALIMESA,2010,male
James,Hyatt,CALIMESA,2010,male
Bill,Davis,Calimesa,2012,male
Ella,Zanowic,Calimesa,2012,female
Joyce,McIntire,Calimesa,2012,female
Linda,Clark-Molina,Calimesa,2016,female
Bill,Davis,Calimesa,2016,male
Ed,Clark,Calimesa,2016,male
James,Hyatt,Calimesa,2018,male
Larry,Smith,Calimesa,2018,male
Wendy,Hewitt,Calimesa,2020,female
William,Davis,Calimesa,2020,male
Linda,Molina,Calimesa,2020,female
Jeff,Cervantez,Calimesa,2020,male
Hector,Cervantes,Calipatria,2011,male
Maria,Nava-Froelich,Calipatria,2011,female
Javier,Amezcula,Calipatria,2018,male
Hector,Cervantes,Calipatria,2018,male
Huston,Hisel,Calipatria,2018,male
Sylvia,Chavez,Calipatria,2020,female
Maria,Nava-Froelich,Calipatria,2020,female
Michael,"Luellen, II",Calipatria,2022,male
Javier,Amezcua,Calipatria,2022,male
Fred,Beltran,Calipatria,2022,male
Chris,Canning,CALISTOGA,2010,male
Gary,Kraus,CALISTOGA,2010,male
Carl,Sherrill,Calistoga,2012,male
Michael,Dunsford,Calistoga,2012,male
James,Barnes,Calistoga,2014,male
Gary,Kraus,Calistoga,2014,male
Gary,Kraus,Calistoga,2018,male
Donald,Williams,Calistoga,2018,male
Lisa,Gift,Calistoga,2020,female
Irais,Lopez-Ortega,Calistoga,2020,female
Kevin,Eisenberg,Calistoga,2022,male
Scott,Cooper,Calistoga,2022,male
Charlotte,Craven,CAMARILLO,2010,female
Jeanette,McDonald,CAMARILLO,2010,female
Mike,Morgan,CAMARILLO,2010,male
Bill,Little,Camarillo,2012,male
Kevin,Kildee,Camarillo,2012,male
Mike,Morgan,Camarillo,2014,male
Jan,McDonald,Camarillo,2014,female
Charlotte,Craven,Camarillo,2014,female
Kevin,Kildee,Camarillo,2016,male
Tony,Trembley,Camarillo,2016,male
Charlotte,Craven,Camarillo,2018,female
Shawn,Mulchay,Camarillo,2018,male
Susan,Santangelo,Camarillo,2018,female
Kevin,Kildee,Camarillo,2020,male
Tony,Trembley,Camarillo,2020,male
David,Tennessen,Camarillo,2022,male
Susan,Santangelo,Camarillo,2022,female
Martha,Bravo,Camarillo,2022,female
Jeff,Cristina,CAMPBELL,2010,male
Evan,Low,CAMPBELL,2010,female
Richard,Waterman,CAMPBELL,2010,male
Liz,Gibbons,Campbell,2014,female
Paul,Resnkikoff,Campbell,2014,male
Jeffery,Cristina,Campbell,2014,male
Rich,Waterman,Campbell,2016,male
Susan,Landry,Campbell,2016,female
Anne,Bybee,Campbell,2018,female
Elizabeth,Gibbons,Campbell,2018,female
Paul,Resnikoff,Campbell,2018,male
Sergio,Lopez,Campbell,2020,male
Susan,Landry,Campbell,2020,female
Dan,Furtado,Campbell,2022,female
Elliot,Scozzola,Campbell,2022,male
Anne,Bybee,Campbell,2022,female
Randall,Bonner,CANYON LAKE,2010,male
Mary,Craton,CANYON LAKE,2010,female
Tim,Brown,Canyon Lake,2012,male
Nancy,Horton,Canyon Lake,2012,female
Jordan,Ehrenkranz,Canyon Lake,2012,female
Dawn,Haggerty,Canyon Lake,2014,female
Vicki,Warren,Canyon Lake,2014,female
Larry,Greene,Canyon Lake,2016,male
Randall,Bonner,Canyon Lake,2016,male
Jordan,Ehrenkranz,Canyon Lake,2016,female
Kasey,Castillo,Canyon Lake,2018,female
Jeremy,Smith,Canyon Lake,2018,male
Dale,Welty,Canyon Lake,2020,male
Jordan,Ehrenkranz,Canyon Lake,2020,female
Larry,Greene,Canyon Lake,2020,male
Stephanie,Harlan,CAPITOLA,2010,female
Sam,Storey,CAPITOLA,2010,male
Michael,Termini,CAPITOLA,2010,male
Edward,Bottorff,Capitola,2012,male
Dennis,Norton,Capitola,2012,male
Stephanie,Harlan,Capitola,2014,female
Michael,Termini,Capitola,2014,male
Jacques,Bertrand,Capitola,2014,male
Kristen,Petersen,Capitola,2016,female
Ed,Bottorff,Capitola,2016,male
Jacques,Bertrand,Capitola,2018,male
Yvette,Brooks,Capitola,2018,female
Sam,Storey,Capitola,2018,male
Margaux,Keiser,Capitola,2020,female
Kristen,Petersen,Capitola,2020,female
Yvette,Brooks,Capitola,2022,female
Alexander,Pederson,Capitola,2022,male
Joe,Clarke,Capitola,2022,male
Farrah,Douglas,CARLSBAD,2010,female
Mark,Packard,CARLSBAD,2010,male
Lorraine,Wood,Carlsbad,2012,female
Keith,Blackburn,Carlsbad,2012,male
Mark,Packard,Carlsbad,2014,male
Michael,Schumacher,Carlsbad,2014,male
Keith,Blackburn,Carlsbad,2016,male
Cori,Schumacher,Carlsbad,2016,female
Barbara,Hamilton,Carlsbad,2018,female
Priya,Bhat-Patel,Carlsbad,2018,female
Teresa,Acosta,Carlsbad,2020,female
Cori,Schumacher,Carlsbad,2020,female
Keith,Blackburn,Carlsbad,2020,male
Melanie,Burkholder,Carlsbad,2022,female
Priya,Bhat-Patel,Carlsbad,2022,female
Jan,Reimers,Carmel-By-The-Sea,2016,female
Jeff,Baron,Carmel-By-The-Sea,2018,male
Carrie,Theis,Carmel-By-The-Sea,2018,female
Karen,Ferlito,Carmel-By-The-Sea,2020,female
Bobby,Richards,Carmel-By-The-Sea,2020,male
Jeff,Baron,Carmel-By-The-Sea,2022,male
Alissandra,Dramov,Carmel-By-The-Sea,2022,female
Gregg,Carty,CARPINTERIA,2010,male
Al,Clark,CARPINTERIA,2010,male
Brad,Stein,CARPINTERIA,2010,male
Wade,Nomura,Carpinteria,2012,male
Fred,Shaw,Carpinteria,2012,male
Wade,Nomura,Carpinteria,2016,male
Fred,Shaw,Carpinteria,2016,male
Gregg,Carty,Carpinteria,2018,male
Al,Clark,Carpinteria,2018,male
Roy,Lee,Carpinteria,2018,male
Natalia,Alarcon,Carpinteria,2020,female
Wade,Nomura,Carpinteria,2020,male
Mónica,Solórzano,Carpinteria,2022,female
Roy,Lee,Carpinteria,2022,male
Al,Clark,Carpinteria,2022,male
Lula,Davis-Holmes,Carson,2011,female
Elito,Santarina,Carson,2011,male
Mike,Gipson,Carson,2013,male
Albert,Robles,Carson,2013,male
Lula,Davis-Holmes,Carson,2015,female
Elito,Santarina,Carson,2015,male
Jawane,Hilton,Carson,2015,female
Jawane,Hilton,Carson,2016,female
Cedric,"Hicks, Sr.",Carson,2016,male
Lula,Davis-Holmes,Carson,2018,female
Jim,Dear,Carson,2018,male
Jawane,Hilton,Carson,2020,female
Cedric,"Hicks, Sr.",Carson,2020,male
Arleen,Rojas,Carson,2021,female
Jim,Dear,Carson,2022,male
Arleen,Rojas,Carson,2022,female
Nancy,Ross,Cathedral,2020,female
Rita,Lamb,Cathedral,2020,female
Mark,Carnevale,Cathedral,2022,male
Ernesto,Gutierrez,Cathedral,2022,male
Raymond,Gregory,Cathedral,2022,male
Sam,Toles,CATHEDRAL CITY,2010,male
Charles,Vasquez,CATHEDRAL CITY,2010,male
Stan,Henry,Cathedral City,2012,male
Gregory,Pettis,Cathedral City,2012,male
Shelley,Kaplan,Cathedral City,2014,female
Mark,Carnevale,Cathedral City,2014,male
Gregory,Pettis,Cathedral City,2016,male
John,Agular,Cathedral City,2016,male
Mark,Carnevale,Cathedral City,2018,male
Ernesto,Gutierrez,Cathedral City,2018,male
Raymond,Gregory,Cathedral City,2018,male
Rita,Lamb,Cathedral City,2019,female
Brett,Durossette,Ceres,2011,male
Mike,Kline,Ceres,2011,male
Eric,Ingwerson,Ceres,2011,male
Linda,Ryno,Ceres,2013,female
Ken,Lane,Ceres,2013,male
Bret,Durossette,Ceres,2015,male
Mike,Kline,Ceres,2015,male
Channce,Condit,Ceres,2018,male
Linda,Ryno,Ceres,2018,female
Bret,Silveira,Ceres,2020,male
Couper,Condit,Ceres,2020,male
James,Casey,Ceres,2021,male
James,Casey,Ceres,2022,male
Rosalinda,Vierra,Ceres,2022,female
Daniel,Martinez,Ceres,2022,male
Mark,Pulido,Cerritos,2011,male
Bruce,Barrows,Cerritos,2011,male
Joseph,Cho,Cerritos,2011,male
Carol,Chen,Cerritos,2013,female
George,Ray,Cerritos,2013,male
Mark,Pulido,Cerritos,2015,male
Jim,Edwards,Cerritos,2015,male
Naresh,Solanki,Cerritos,2015,male
Grace,Hu,Cerritos,2017,female
Frank,Yokoyama,Cerritos,2017,male
Chuong,Vo,Cerritos,2020,male
Jim,Edwards,Cerritos,2020,male
Naresh,Solanki,Cerritos,2020,male
Frank,Yokoyama,Cerritos,2022,male
Lynda,Johnson,Cerritos,2022,female
Mary,Flynn,CHICO,2010,female
Scott,Gruendl,CHICO,2010,male
Mark,Sorensen,CHICO,2010,male
Tami,Ritter,Chico,2012,female
Sean,Morgan,Chico,2012,female
Randall,Stone,Chico,2012,male
Ann,Schwab,Chico,2012,female
Andrew,Coolidge,Chico,2014,male
Mark,Sorensen,Chico,2014,male
Reanette,Fillmer,Chico,2014,female
Sean,Morgan,Chico,2016,female
Ann,Schwab,Chico,2016,female
Randall,Stone,Chico,2016,male
Karl,Ory,Chico,2016,male
Alexandria,Brown,Chico,2018,female
Scott,Huber,Chico,2018,male
Kasey,Reynolds,Chico,2018,female
Sean,Morgan,Chico,2020,female
Kami,Denlay,Chico,2020,female
Andrew,Coolidge,Chico,2020,male
Deepika,Tandon,Chico,2020,female
Kasey,Reynolds,Chico,2022,female
Dale,Bennett,Chico,2022,male
Addison,Winslow,Chico,2022,male
Tom,Van Overbeek,Chico,2022,male
Earl,Elrod,CHINO,2010,male
Eunice,Ulloa,CHINO,2010,female
Tom,Haughey,Chino,2012,male
Glenn,Duncan,Chino,2012,male
Glenn,Duncan,Chino,2016,male
Tom,Haughey,Chino,2016,male
Paul,Rodriguez,Chino,2018,male
Mark,Hargrove,Chino,2018,male
Marc,Lucio,Chino,2018,male
Karen,Comstock,Chino,2020,female
Christopher,Flores,Chino,2020,male
Curtis,Burton,Chino,2022,male
Marc,Lucio,Chino,2022,male
Ed,Graham,CHINO HILLS,2010,male
Bill,Kruger,CHINO HILLS,2010,male
Peter,Rogers,CHINO HILLS,2010,male
Cynthia,Moran,Chino Hills,2012,female
Art,Bennett,Chino Hills,2012,male
Ray,Marquez,Chino Hills,2013,male
Edgar,Graham,Chino Hills,2014,male
Peter,Rogers,Chino Hills,2014,male
Raymond,Marquez,Chino Hills,2014,male
Cynthia,Moran,Chino Hills,2016,female
Art,Bennett,Chino Hills,2016,male
Ray,Marquez,Chino Hills,2018,male
Peter,Rogers,Chino Hills,2018,male
Brian,Johsz,Chino Hills,2018,female
Art,Bennett,Chino Hills,2020,male
Cynthia,Moran,Chino Hills,2020,female
Ray,Marquez,Chino Hills,2022,male
Peter,Rogers,Chino Hills,2022,male
Brian,Johsz,Chino Hills,2022,female
John,Chavez,Chowchilla,2012,male
Richard,Walker,Chowchilla,2012,male
Dennis,Haworth,Chowchilla,2012,male
Waseem,Ahmed,Chowchilla,2014,male
Mary,Gaumnitz,Chowchilla,2014,female
Waseem,Ahmed,Chowchilla,2018,male
Diana,Palmer,Chowchilla,2018,female
Waseem,Ahmed,Chowchilla,2022,male
Jeff,Troost,Chowchilla,2022,male
Kelly,Smith,Chowchilla,2022,female
Rudy,Ramirez,CHULA VISTA,2010,male
Patricia,Aguilar,CHULA VISTA,2010,female
Larry,Breitfelder Navas,Chula Vista,2012,male
Mary,Salas,Chula Vista,2012,female
Pamela,Bensoussan,Chula Vista,2012,female
John,McCann,Chula Vista,2014,male
Patricia,Aguilar,Chula Vista,2014,female
Steve,Padilla,Chula Vista,2016,male
Mike,Diaz,Chula Vista,2016,male
Jill,Galvez,Chula Vista,2018,female
Steve,Stenberg,Chula Vista,2018,male
John,McCann,Chula Vista,2018,male
Andrea,Cardenas,Chula Vista,2020,female
Steve,Padilla,Chula Vista,2020,male
Carolina,Chavez,Chula Vista,2022,female
Jose,Preciado,Chula Vista,2022,male
Jeannie,Bruins,CITRUS HEIGHTS,2010,female
Steve,Miller,CITRUS HEIGHTS,2010,male
Mel,Turner,CITRUS HEIGHTS,2010,male
Sue,Frost,Citrus Heights,2012,female
Jeff,Slowey,Citrus Heights,2012,male
Jeannie,Bruins,Citrus Heights,2014,female
Mel,Turner,Citrus Heights,2014,male
Steve,Miller,Citrus Heights,2014,male
Jeff,Slowey,Citrus Heights,2016,male
Bret,Daniels,Citrus Heights,2016,male
Jeannie,Bruins,Citrus Heights,2018,female
Porsche,Middleton,Citrus Heights,2018,female
Steve,Miller,Citrus Heights,2018,male
Tim,Schaefer,Citrus Heights,2020,male
Bret,Daniels,Citrus Heights,2020,male
Marijane,Lopez-Taff,Citrus Heights,2022,female
Jayna,Karpinski-Costa,Citrus Heights,2022,female
Porsche,Middleton,Citrus Heights,2022,female
Alvin,Broglio,City of Angels,2018,male
Amanda,Folendorf,City of Angels,2018,female
Sam,Pedroza,Claremont,2011,male
Opanyi,Nasiali,Claremont,2011,male
Joseph,Lyons,Claremont,2011,male
Larry,Schroeder,Claremont,2013,male
Corey,Calaycay,Claremont,2013,male
Corey,Calaycay,Claremont,2017,male
Larry,Shroeder,Claremont,2017,male
Jed,Leano,Claremont,2018,male
Ed,Reece,Claremont,2018,male
Jennifer,Stark,Claremont,2018,female
Silviano,Medina,Claremont,2020,male
Corey,Calaycay,Claremont,2020,male
Ed,Reece,Claremont,2022,male
Jennifer,Stark,Claremont,2022,female
Jed,Leano,Claremont,2022,male
David,Shuey,CLAYTON,2010,male
Ross,Stratford,CLAYTON,2010,male
Jim,Diaz,Clayton,2012,male
Julie,Pierce,Clayton,2012,female
Howard,Geller,Clayton,2012,male
David,Shuey,Clayton,2014,male
Keith,Haydon,Clayton,2014,male
Julie,Pierce,Clayton,2016,female
Jim,Diaz,Clayton,2016,male
Tuija,Catalano,Clayton,2016,female
Jeff,Wan,Clayton,2018,male
Carl,Wolfe,Clayton,2018,male
Peter,Cloven,Clayton,2020,male
Letecia,Tillman,Clayton,2020,female
Jim,Diaz,Clayton,2020,male
Jeff,Wan,Clayton,2022,male
Kim,Trupiano,Clayton,2022,female
Joey,Luiz,CLEARLAKE,2010,male
Jeri,Spittler,CLEARLAKE,2010,female
Denise,Loustalot,Clearlake,2012,female
Gina,Dickson,Clearlake,2012,female
Joyce,Overton,Clearlake,2012,female
Bruno,Sabatier,Clearlake,2014,male
Russell,Perdock,Clearlake,2014,male
Stanley,Bennett,Clearlake,2016,male
Joyce,Overton,Clearlake,2016,female
Phil,Harris,Clearlake,2016,male
Russell,Cremer,Clearlake,2018,male
Dirk,Slooten,Clearlake,2018,male
David,Claffey,Clearlake,2020,male
Joyce,Overton,Clearlake,2020,female
Russell,Cremer,Clearlake,2022,male
Dirk,Slooten,Clearlake,2022,male
Mike,Maacks,CLOVERDALE,2010,male
Joseph,Palla,CLOVERDALE,2010,male
Carol,Russell,CLOVERDALE,2010,female
Mary,Brigham,Cloverdale,2012,female
Robert,Cox,Cloverdale,2012,male
Joseph,Palla,Cloverdale,2014,male
Carol,Russell,Cloverdale,2014,female
Gus,Wolter,Cloverdale,2014,male
Mary,Brigham,Cloverdale,2016,female
Melanie,Bagby,Cloverdale,2016,female
Marta,Cruz,Cloverdale,2018,female
Jason,Turner,Cloverdale,2018,male
Gus,Wolter,Cloverdale,2018,male
Todd,Lands,Cloverdale,2020,male
Melanie,Bagby,Cloverdale,2020,female
Gus,Wolter,Cloverdale,2022,male
Brian,Wheeler,Cloverdale,2022,female
Marjorie,Morgenstern,Cloverdale,2022,female
Lynne,Ashbeck,Clovis,2017,female
Vongsavanh,Mouanoutoua,Clovis,2017,male
Drew,Bessinger,Clovis,2017,male
Bob,Whalen,Clovis,2019,male
Drew,Bessinger,Clovis,2019,male
Jose,Flores,Clovis,2019,male
Vong,Mouanoutoua,Clovis,2021,male
Lynne,Ashbeck,Clovis,2021,female
Drew,Bessinger,Clovis,2022,male
Diane,Pearce,Clovis,2022,female
Matt,Basgall,Clovis,2022,male
Arturo,Aviles,COACHELLA,2010,male
Steven,Hernandez,COACHELLA,2010,male
Magdalena,Zepeda,Coachella,2012,female
Emmanuel,Martinez,Coachella,2012,male
Manuel,Perez,Coachella,2014,male
Beatriz,Sanchez,Coachella,2014,female
Emmanuel,Martinez,Coachella,2016,male
Philip,Bautista,Coachella,2016,male
Josie,Gonzalez,Coachella,2018,female
Megan,Jacinto,Coachella,2018,female
Denise,Delgado,Coachella,2020,female
Neftali,Galarza,Coachella,2020,male
Frank,Figueroa,Coachella,2022,male
Stephanie,Virgen,Coachella,2022,female
Jacque,Casillas,Coachella,2022,female
Tony,Garcia,COALINGA,2010,male
Mike,Oxborrow,COALINGA,2010,male
Ron,Ramsey,COALINGA,2010,male
Patrick,Keough,Coalinga,2012,male
Ron,Lander,Coalinga,2012,male
Steve,Raine,Coalinga,2014,male
Ron,Ramsey,Coalinga,2014,male
Nathan,Vosburg,Coalinga,2014,female
Ronald,Lander,Coalinga,2016,male
Tanya,Stolz,Coalinga,2016,female
Adam,Adkisson,Coalinga,2018,male
Ray,Singleton,Coalinga,2018,male
Ron,Ramsey,Coalinga,2018,male
James,Horn,Coalinga,2020,male
Jose,Ramirez,Coalinga,2020,male
Adam,Adkisson,Coalinga,2022,male
Nathan,Vosburg,Coalinga,2022,female
Kim,Douglass,Colfax,2012,female
Tom,Parnham,Colfax,2012,male
Kenneth,Delfino,Colfax,2014,male
Stephen,Harvey,Colfax,2014,male
Tony,Hesch,Colfax,2014,male
Kim,Douglass,Colfax,2016,female
Wally,Costa,Colfax,2016,male
Trinity,Burruss,Colfax,2018,female
Joseph,"Fatula, Jr.",Colfax,2018,male
Sean,Lomen,Colfax,2018,female
Marnie,Mendoza,Colfax,2018,female
David,Ackerman,Colfax,2020,male
Marnie,Mendoza,Colfax,2020,female
Trinity,Burruss,Colfax,2022,female
Sean,Lomen,Colfax,2022,female
Kim,Douglass,Colfax,2022,female
Joanne,Del Rosario,COLMA,2010,female
Helen,Fisicaro,COLMA,2010,female
Helen,Frisicaro,Colma,2014,female
Joanne,Del Rosario,Colma,2014,female
Raquel,Gonzalez,Colma,2016,female
John,Goodwin,Colma,2016,male
Diana,Colvin,Colma,2016,female
Joanne,Del Rosario,Colma,2018,female
Helen,Fisicaro,Colma,2018,female
Diana,Colvin,Colma,2020,female
Raquel,Gonzalez,Colma,2020,female
John,Goodwin,Colma,2020,male
Helen,Fisicaro,Colma,2022,female
Joanne,Del Rosario,Colma,2022,female
David,Toro,COLTON,2010,male
Frank,Gonzales,COLTON,2010,male
Susan,Oliva,COLTON,2010,female
Frank,Navarro,Colton,2012,male
Isaac,Suchil,Colton,2012,male
Deirdre,Bennett,Colton,2012,male
David,Toro,Colton,2014,male
Summer,Jorrin,Colton,2014,female
Luis,Gonzalez,Colton,2014,male
Frank,Navarro,Colton,2016,male
Jack,Woods,Colton,2016,male
Isaac,Suchil,Colton,2016,male
David,Toro,Colton,2018,male
Ernest,Cisneros,Colton,2018,male
Luis,Gonzalez,Colton,2018,male
John,Echevarria,Colton,2020,male
Isaac,Suchil,Colton,2020,male
Kenneth,Koperski,Colton,2020,male
David,Toro,Colton,2022,male
Kelly,Chastain,Colton,2022,female
Luis,González,Colton,2022,male
John,Echevarria,Colton,2022,male
Greg,Ponciano,Colusa,2012,male
Marilyn,Acree,Colusa,2012,female
Kirk,Kelleher,Colusa,2012,male
Kirk,Kelleher,Colusa,2016,male
