firstname,lastname,SchoolDistrict,year,gender
Kenneth,Turney,BEAR VALLEY UNIFIED,2010,male
Paul,Zamoyta,Bear Valley Unified,2012,male
Randall,Putz,Bear Valley Unified,2012,male
Beverly,Grabe,Bear Valley Unified,2012,female
Steve,Foulkes,Bear Valley Unified,2014,male
Kenneth,Turney,Bear Valley Unified,2014,male
Paul,Zamoyta,Bear Valley Unified,2018,male
Cathy,Herrick,Bear Valley Unified,2018,female
Steve,Foulkes,Bear Valley Unified,2020,male
Jack,Roberts,Bear Valley Unified,2020,male
Sudie,Smartt,Bear Valley Unified,2020,female
Paul,Zamoyta,Bear Valley Unified,2022,male
Cathy,Herrick,Bear Valley Unified,2022,female
Jason,Crossley,Beardsley Elementary,2014,male
Charlene,Battles,Beardsley Elementary,2016,female
Gina,Rasmussen,Beardsley Elementary,2016,female
Charlene,Battles,Beardsley Elementary,2020,female
Gina,Rasmussen,Beardsley Elementary,2020,female
Susan,Lara,BEAUMONT UNIFIED,2010,female
Margaret,De Longchamp,BEAUMONT UNIFIED,2010,female
Janelle,Poulter,BEAUMONT UNIFIED,2010,female
David,Sanchez,Beaumont Unified,2012,male
Wayne,Hackney,Beaumont Unified,2012,male
Susie,Lara,Beaumont Unified,2014,female
Steven,Hovey,Beaumont Unified,2014,male
David,Sanchez,Beaumont Unified,2016,male
Brian,Sylva,Beaumont Unified,2016,female
Shawn,Mitchell,Beaumont Unified,2020,male
Jeff,Brown,Beaumont Unified,2022,male
Melissa,Williamson,Beaumont Unified,2022,female
Joseph,Zustak,Bella Vista Elementary,2012,male
Eric,Paloutzina,Bella Vista Elementary,2014,male
Lisha,Stockton,Bella Vista Elementary,2014,female
Laurie,Stringer,Bella Vista Elementary,2014,female
Greg,Covington,Bella Vista Elementary,2016,male
Wes,Brauning,Bella Vista Elementary,2016,male
Sharon,Ligon,Bellevue Union Elementary,2012,male
Yvonne,Kennedy,Bellevue Union Elementary,2012,female
Victor,Ayala,Bellevue Union Elementary,2014,male
Lisa,Reyes,Bellevue Union Elementary,2014,female
Stephanie,Merrida-Grant,Bellevue Union Elementary,2014,female
Adele,Walker,Bellevue Union Elementary,2016,female
Joy,Bruce,Bellevue Union Elementary,2016,female
Debra,Cuadros,Bellflower Unified,2011,female
Jerry,Cleveland,Bellflower Unified,2011,male
Don,McMackin,Bellflower Unified,2011,male
Laura,Sanchez-Ramirez,Bellflower Unified,2013,female
Sue,Elhessen,Bellflower Unified,2013,female
Paul,Helzer,Bellflower Unified,2013,male
Debra,Cuadros,Bellflower Unified,2015,female
Jerry,Cleveland,Bellflower Unified,2015,male
Laura,Sanchez-Ramirez,Bellflower Unified,2018,female
Richard,Downing,Bellflower Unified,2018,male
Renita,Armstrong,Bellflower Unified,2018,female
Mayra,Garza,Bellflower Unified,2020,female
Sue,Elhessen,Bellflower Unified,2020,female
Brad,Crihfield,Bellflower Unified,2022,male
Amie,Stewart,Bellflower Unified,2022,female
Renita,Armstrong,Bellflower Unified,2022,female
Suvarna,Bhopale,Belmont-Redwood Shores Elementary,2013,female
Amy,Koo,Belmont-Redwood Shores Elementary,2013,female
Charles,Velschow,Belmont-Redwood Shores Elementary,2013,male
Huan,Phan,Belmont-Redwood Shores Elementary,2015,female
Robert,Tashjian,Belmont-Redwood Shores Elementary,2015,male
Suvarna,Bhopale,Belmont-Redwood Shores Elementary,2018,female
Amy,Koo,Belmont-Redwood Shores Elementary,2018,female
Rahila,Passi,Belmont-Redwood Shores Elementary,2018,female
David,Koss,Belmont-Redwood Shores Elementary,2022,male
April,Northrup,Belmont-Redwood Shores Elementary,2022,female
Jackee,Bruno,Belmont-Redwood Shores Elementary,2022,female
Gary,Wing,Benicia Unified,2011,male
Andre,Stewart,Benicia Unified,2011,male
Peter,"Morgan, III",Benicia Unified,2014,male
Rosie,Switzer,Benicia Unified,2014,female
Diane,Ferrucci,Benicia Unified,2014,female
Sheri,Zada,Benicia Unified,2018,female
Mark,Maselli,Benicia Unified,2018,male
Diane,Ferrucci,Benicia Unified,2018,female
Amy,Hirsch,Benicia Unified,2023,female
Jeremy,Brott,BENNETT VALLEY UNION ELEMENTARY,2010,male
Steven,Sharpe,BENNETT VALLEY UNION ELEMENTARY,2010,male
Sandra,Frieze,BENNETT VALLEY UNION ELEMENTARY,2010,female
Nicole,Colon,Bera Olinda Unified,2014,female
Joe,Rollino,Bera Olinda Unified,2014,male
Bill,Hall,Bera Olinda Unified,2014,male
Carrie,Flanders,Bera Olinda Unified,2014,female
Josh,Daniels,BERKELEY UNIFIED,2010,male
Karen,Hemphill,BERKELEY UNIFIED,2010,female
Leah,Wilson,BERKELEY UNIFIED,2010,female
Beatriz,Leyva-Cutler,Berkeley Unified,2012,female
Judy,Appel,Berkeley Unified,2012,female
Josh,Daniels,Berkeley Unified,2014,male
Ty,Alper,Berkeley Unified,2014,male
Karen,Hemphill,Berkeley Unified,2014,female
Beatriz,Levya-Cutler,Berkeley Unified,2016,female
Judy,Appel,Berkeley Unified,2016,female
Julie,Sinai,Berkeley Unified,2018,female
Ty,Alper,Berkeley Unified,2018,male
Ka'dijah,Brown,Berkeley Unified,2018,female
Ana,Vasudeo,Berkeley Unified,2020,female
Laura,Babitt,Berkeley Unified,2020,female
Mike,Chang,Berkeley Unified,2022,male
Ka'dijah,Brown,Berkeley Unified,2022,female
Jennifer,Shanoski,Berkeley Unified,2022,female
Linda,Chen,BERRYESSA UNION ELEMENTARY,2010,female
David,Neighbors,BERRYESSA UNION ELEMENTARY,2010,male
David,Cohen,BERRYESSA UNION ELEMENTARY,2010,male
Khoa,Nguyen,Berryessa Union Elementary,2012,female
Richard,Claspill,Berryessa Union Elementary,2012,male
Thelma,Boac,Berryessa Union Elementary,2014,female
Hugo,Jimenez,Berryessa Union Elementary,2014,male
David,Cohen,Berryessa Union Elementary,2014,male
Thelma,Boac,Berryessa Union Elementary,2018,female
Hugo,Jimenez,Berryessa Union Elementary,2018,male
David,Cohen,Berryessa Union Elementary,2018,male
Jai,Srinivasan,Berryessa Union Elementary,2020,male
Khoa,Nguyen,Berryessa Union Elementary,2020,female
Thelma,Boac,Berryessa Union Elementary,2022,female
Jaria,Jaug,Berryessa Union Elementary,2022,female
Hugo,Jimenez,Berryessa Union Elementary,2022,male
Lewis,Hall,Beverly Hills Unified,2011,male
Brian,Goldberg,Beverly Hills Unified,2011,female
Frances,Bilak,Beverly Hills Unified,2011,female
Lisa,Korbatov,Beverly Hills Unified,2013,female
Howard,Goldstein,Beverly Hills Unified,2013,male
Mel,Spitz,Beverly Hills Unified,2015,male
Isabel,Hacker,Beverly Hills Unified,2015,female
Noah,Margo,Beverly Hills Unified,2015,female
Tristen,Walker-Shuman,Beverly Hills Unified,2018,male
Rachelle,Marcus,Beverly Hills Unified,2018,female
Amanda,Stern,Beverly Hills Unified,2020,female
Noah,Margo,Beverly Hills Unified,2020,female
Mary,Wells,Beverly Hills Unified,2020,female
Judith,Manouchehri,Beverly Hills Unified,2022,female
Rachelle,Marcus,Beverly Hills Unified,2022,female
Ramiro,Rojas,Big Creek Elementary,2014,male
Roger,Siegrist,Big Creek Elementary,2014,male
Timothy,King,BIG OAK FLAT - GROVELAND UNIFIED,2010,male
Ian,Morcott,BIG OAK FLAT - GROVELAND UNIFIED,2010,female
Lori,West,BIG OAK FLAT - GROVELAND UNIFIED,2010,female
Guy,Hendersen,Big Oak Flat-Groveland Unified,2014,male
Patricia,Pollock,Big Oak Flat-Groveland Unified,2014,female
Sandy,Lund,Big Pine Unified,2012,female
Denelle,Carrington,Big Pine Unified,2012,female
Carla,Bacoch,Big Pine Unified,2012,female
Marilyn,Mann,Big Pine Unified,2018,female
Carrol,Hambleton,Big Pine Unified,2018,female
Paul,Huette,Big Pine Unified,2020,male
Sandy,Lund,Big Pine Unified,2020,female
Michelle,Snoderly,Big Pine Unified,2020,female
Adelina,Rico,Big Pine Unified,2022,female
Kami,Bayer,Big Pine Unified,2022,female
Megan,Dahle,BIG VALLEY JOINT UNIFIED,2010,female
Renden,Ellenberger,Big Valley Joint Unified,2020,female
Karli,Frye,Big Valley Joint Unified,2020,female
Robin,Clark,Biggs Unified,2012,female
Kari,Wheeler,Biggs Unified,2012,female
M.,Navarro,Biggs Unified,2014,female
Dennis,Slusser,Biggs Unified,2014,male
Kathryn,Sheppard,Biggs Unified,2014,female
Jonna,Phillips,Biggs Unified,2018,female
M.,Navarro,Biggs Unified,2022,female
Melissa,Atteberry,Biggs Unified,2022,female
Sean,Avram,Biggs Unified,2022,female
Carl,Lind,BISHOP JOINT UNION HIGH,2010,male
Eric,Richman,BISHOP JOINT UNION HIGH,2010,male
Jim,Tatum,BISHOP JOINT UNION HIGH,2010,male
John,Ellis,BISHOP JOINT UNION HIGH,2010,male
Trina,Orrill,BISHOP JOINT UNION HIGH,2010,female
Kathy,Zack,BISHOP JOINT UNION HIGH,2010,female
Virginia,Figueroa,Bishop Joint Union High,2018,female
Virgina,Figueroa,Bishop Joint Union High,2018,female
Claudia,Moya-Tanner,Bishop Joint Union High,2018,female
Taylor,Ludwick,Bishop Joint Union High,2018,male
Taylor,Ludwick,Bishop Unified,2014,male
Joshua,Nicholson,Bishop Unified,2014,male
Tom,Stephenson,Bishop Unified,2014,male
Kathy,Zack,Bishop Unified,2014,female
Steve,Elia,Bishop Unified,2020,male
Meryl,Picard,Bishop Unified,2020,female
Kathy,Zack,Bishop Unified,2020,female
Ambroshia,Stone,Bishop Unified,2022,female
Virginia,Figueroa,Bishop Unified,2022,female
Claudia,Moya-Tanner,Bishop Unified,2022,female
Joshua,Nicholson,Bishop Unified,2022,male
John,"Foley, Jr.",BLACK OAK MINE UNIFIED,2010,male
Jeffery,Shurtz,BLACK OAK MINE UNIFIED,2010,male
Joseph,Scroggins,Black Oak Mine Unified,2012,male
Steve,De Pue,Black Oak Mine Unified,2012,male
Darcy,Knight,Black Oak Mine Unified,2012,female
Bill,Drescher,Black Oak Mine Unified,2014,male
Crystal,Miller,Black Oak Mine Unified,2020,female
Jeff,Burch,Black Oak Mine Unified,2022,male
Andrea,Dodson,Black Oak Mine Unified,2022,female
Kelly,Salas-Ernst,Blochman Union Elementary,2012,female
Thomas,Gibbons,Blochman Union Elementary,2012,male
Jeania,Reasner,Blochman Union Elementary,2012,female
Shannon,Clay,Blochman Union Elementary,2014,male
D.,Pearce,Blochman Union Elementary,2014,female
Lex,Rohn,Blue Lake Union Elementary,2011,male
Lisa,Hooven,Blue Lake Union Elementary,2011,female
Jennifer,Mager,Blue Lake Union Elementary,2020,female
Lisa,Hooven,Blue Lake Union Elementary,2020,female
Jace,Baldosser,Blue Lake Union Elementary,2022,male
Kim,Warvi,Blue Lake Union Elementary,2022,female
Daria,Lowery,Blue Lake Union Elementary,2022,female
James,Adams,Bogus Elementary,2016,male
Kendra,Gill,Bogus Elementary,2016,female
Jennifer,Pfeiffer,Bolina-Stinson Union Elementary,2018,female
Nathan,Siedman,Bolina-Stinson Union Elementary,2018,female
Stephen,Marcotte,Bolina-Stinson Union Elementary,2018,male
Arianne,Dar,Bolinas-Stinson Union,2022,female
Jacob,Tonski,Bolinas-Stinson Union,2022,male
Nathan,Siedman,Bolinas-Stinson Union,2022,female
Stephen,Marcotte,Bolinas-Stinson Union Elementary,2014,male
Nathan,Siedman,Bolinas-Stinson Union Elementary,2014,female
Jennifer,Pfeiffer,Bolinas-Stinson Union Elementary,2014,female
Georgia,Woods,Bolinas-Stinson Union Elementary,2016,female
Bob,Demmerle,Bolinas-Stinson Union Elementary,2016,male
Derek,Bahmanou,Bonita Unified,2018,male
Charles,Coyne,Bonita Unified,2018,male
Krista,Chakmak,Bonita Unified,2020,female
Greg,Palatto,Bonita Unified,2020,male
Glenn,Creiman,Bonita Unified,2020,male
Chris,Horsley,Bonita Unified,2022,male
Derek,Bahmanou,Bonita Unified,2022,male
Jim,Elliot,Bonita Unified,2022,male
Richard,Olson,Bonsall Unified,2016,male
Erin,English,Bonsall Unified,2016,female
Michael,Gaddis,Bonsall Unified,2018,male
Roger,Merchat,Bonsall Unified,2018,male
Lou,Riddle,Bonsall Unified,2018,male
Larissa,Anderson,Bonsall Unified,2018,female
Roger,Merchat,Bonsall Unified,2022,male
Michael,Gaddis,Bonsall Unified,2022,male
Richard,Smith,BONSALL UNION ELEMENTARY,2010,male
Timothy,Coen,BONSALL UNION ELEMENTARY,2010,male
Lou,Riddle,BONSALL UNION ELEMENTARY,2010,male
Richard,Olson,Bonsall Union Elementary,2012,male
Sylvia,Tucker,Bonsall Union Elementary,2012,female
Timothy,Coen,Bonsall Union Elementary,2014,male
Lou,Riddle,Bonsall Union Elementary,2014,male
Richard,Olson,Bonsall Union Elementary,2014,male
Sylvia,Tucker,Bonsall Union Elementary,2014,female
Erin,English,Bonsall Union Elementary,2014,female
Virginia,Johnson,Borrego Springs Unified,2016,female
Arie,Korporaal,Borrego Springs Unified,2016,female
Steve,Riehle,Borrego Springs Unified,2016,male
Judy,Coyle,Borrego Springs Unified,2018,female
Valeen,Szabo,Borrego Springs Unified,2018,female
Cesar,Guzman,Brawley Elementary,2011,male
Janette,Sandoval,Brawley Elementary,2011,female
Yvonne,Burns,Brawley Elementary,2011,female
Armando,Padilla,Brawley Elementary,2013,male
Gloria,Santillan,Brawley Elementary,2013,female
Cesar,Guzman,Brawley Elementary,2015,male
Esther,Sanchez-Banda,Brawley Elementary,2015,female
Kathy,Prior,Brawley Elementary,2015,female
Armando,Padilla,Brawley Elementary,2018,male
Gil,Rebollar,Brawley Elementary,2018,male
Jose,Barrera,Brawley Elementary,2020,male
Esther,Sanchez-Banda,Brawley Elementary,2020,female
Kathy,Prior,Brawley Elementary,2020,female
Armando,Padilla,Brawley Elementary,2022,male
Cesar,Guzman,Brawley Elementary,2022,male
Rosendo,Garcia,Brawley Union High,2011,male
Cecilia,Dial,Brawley Union High,2011,female
Carol,Sassie,Brawley Union High,2011,female
Rosendo,Garcia,Brawley Union High,2015,male
Carol,Sassie,Brawley Union High,2015,female
Patti,Wilson,Brawley Union High,2015,female
Gabriel,Contreas,Brawley Union High,2018,male
Karin,Morgan,Brawley Union High,2018,female
Joel,Gonzalez,Brawley Union High,2020,male
Rosendo,Garcia,Brawley Union High,2020,male
Gloria,Santillan,Brawley Union High,2020,female
Estella,Galvan,Brawley Union High,2022,female
Karin,Morgan,Brawley Union High,2022,female
Bill,Hall,BREA - OLINDA UNIFIED,2010,male
Joe,Rollino,BREA - OLINDA UNIFIED,2010,male
Teresa,Hampson,BREA - OLINDA UNIFIED,2010,female
Michael,Condiff,BREA - OLINDA UNIFIED,2010,male
Paul,Ruiz,Brea-Olinda Unified,2016,male
Kevin,Hobby,Brea-Olinda Unified,2016,male
Gail,Lyons,Brea-Olinda Unified,2016,female
Keri,Kropke,Brea-Olinda Unified,2018,female
Chris,Becerra,Brea-Olinda Unified,2022,male
Carrie,Flanders,Brea-Olinda Unified,2022,female
Heather,Partida,BRENTWOOD UNION ELEMENTARY,2010,female
Tobi,Benz,BRENTWOOD UNION ELEMENTARY,2010,male
Emil,Geddes,BRENTWOOD UNION ELEMENTARY,2010,male
Jim,Cushing,Brentwood Union Elementary,2012,male
Carlos,Sanabria,Brentwood Union Elementary,2012,male
Johnny,Rodriguez,Brentwood Union Elementary,2014,male
Emil,Geddes,Brentwood Union Elementary,2014,male
Scott,Dudek,Brentwood Union Elementary,2014,male
Scott,Dudek,Brentwood Union Elementary,2018,male
Emil,Geddes,Brentwood Union Elementary,2018,male
Steve,Gursky,Brentwood Union Elementary,2018,male
Thuy,Daojensen,Brentwood Union Elementary,2020,female
Stephanie,Williams-Rogers,Brentwood Union Elementary,2020,female
Rodger,Orman,Bret Harte Union High,2012,male
Tony,Tyrrell,Bret Harte Union High,2012,male
Jeff,Rasmussen,Bret Harte Union High,2012,male
Nicolas,Valente,Bret Harte Union High,2022,male
Gail,Bunge,Bret Harte Union High,2022,female
Nicholas,Entsminger,Bridgeville Elementary,2013,male
Curtis,Cross,Bridgeville Elementary,2013,male
Amber,Woodworth,Bridgeville Elementary,2013,female
Charles,Alvarez,BRIGGS ELEMENTARY,2010,male
Karen,Schilbrack,BRIGGS ELEMENTARY,2010,female
Mindee,Stekkinger,BRIGGS ELEMENTARY,2010,female
Victoria,Jump,Briggs Elementary,2012,female
Colleen,Garmon-Smith,Briggs Elementary,2012,female
Terry,Lattemore,BRIGGS UNIFIED,2010,male
Dennis,Slusser,BRIGGS UNIFIED,2010,male
Kathryn,Sheppard,BRIGGS UNIFIED,2010,female
Ken,Walker,BRISBANE ELEMENTARY,2010,male
Thomas,Ledda,BRISBANE ELEMENTARY,2010,male
Leo,Tingin,BRISBANE ELEMENTARY,2010,male
Robert,Dettmer,Brisbane Elementary,2012,male
Dawn,Cutler,Brisbane Elementary,2012,female
Roxana,Hui,Brisbane Elementary,2014,female
Leonel,Tingin,Brisbane Elementary,2014,male
Karen,Lentz,Brisbane Elementary,2014,female
Jacque,McLaughlin,Brisbane Elementary,2016,female
Lilian,Markind,Brisbane Elementary,2016,female
Sharon,Boggs,Brisbane Elementary,2020,male
Karen,Lentz,Brisbane Elementary,2020,female
Lillian,Markind,Brisbane Elementary,2020,female
Erich,Runge,Brittan Elementary,2022,male
Heather,Barnes,Brittan Elementary,2022,female
Brandon,McReynolds,Brittan Elementary,2022,male
Travis,Barker,Browns Elementary,2012,male
David,Adams,Browns Elementary,2012,male
Shannon,Butler,Browns Elementary,2014,male
Daniel,Bendure,Browns Elementary,2014,male
Daniel,Bendure,Browns Elementary,2018,male
Tiffany,Bean,Browns Elementary,2018,female
Corey,Bridge,Browns Elementary-R,2018,male
Krysta,Wanner,Browns Elementary-R,2018,female
Jeffry,Sugimoto,BRYON UNION ELEMENTARY,2010,male
Elaine,Landro,BRYON UNION ELEMENTARY,2010,female
Jill,Sprenkel,BRYON UNION ELEMENTARY,2010,female
Tania,Salinas,Bryon Union Elementary,2014,female
Jill,Sprenkel,Bryon Union Elementary,2014,female
Diane,Stewart,Bryon Union Elementary,2014,female
Winston,Pingrey,Buckeye Union Elementary,2014,male
Brenda,Hanson-Smith,Buckeye Union Elementary,2014,female
Royce,Gough,Buckeye Union Elementary,2014,female
Gloria,Silva,Buckeye Union Elementary,2020,female
Kirk,Seal,Buckeye Union Elementary,2020,male
Scott,Masten,Buckeye Union Elementary,2022,male
Jonathan,Yoffie,Buckeye Union Elementary,2022,female
Brenda,Hanson-Smith,Buckeye Union Elementary,2022,female
Allison,Schwartz,Buellton Union Elementary,2020,male
Christy,Nordgren,Buellton Union Elementary,2020,female
Helen,Lee,BUENA PARK ELEMENTARY,2010,female
Patsy,Marshall,BUENA PARK ELEMENTARY,2010,male
Brian,Chambers,BUENA PARK ELEMENTARY,2010,female
Barbara,Michael,Buena Park Elementary,2016,female
Irene,Castaneda,Buena Park Elementary,2016,female
Rhodia,Shead,Buena Park Elementary,2018,female
Irene,Castandea,Buena Park Elementary,2020,female
Brenda,Estrada,Buena Park Elementary,2022,female
Ted,Bunch,Burbank Unified,2011,male
Dave,Kemp,Burbank Unified,2011,male
Roberta,Reynolds,Burbank Unified,2011,female
Charlene,Tabet,Burbank Unified,2013,female
Larry,Applebaum,Burbank Unified,2013,male
Dr.,Aghakhanian,Burbank Unified,2015,male
Charlene,Tabet,Burbank Unified,2017,female
Steven,Frintner,Burbank Unified,2017,male
Armond,Aghakhanian,Burbank Unified,2020,male
Steve,Ferguson,Burbank Unified,2020,male
Emily,Weisberg,Burbank Unified,2020,female
Abby,Kamkar,Burbank Unified,2022,female
Charlene,Tabet,Burbank Unified,2022,female
Kay,Coskey,Burlingame Elementary,2017,female
Davina,Drabkin,Burlingame Elementary,2017,female
Elizabeth,Kendall,Burlingame Elementary,2017,female
John,Burkey,Burton Elementary,2012,male
Obdulia,Alvarado,Burton Elementary,2016,female
John,Burkey,Burton Elementary,2016,male
Daniel,Figueroa,Burton Elementary,2018,male
Vikki,Cervantes,Burton Elementary,2018,female
Daniel,"Figueroa, Jr.",Burton Elementary,2022,male
Dawn,Crater,Burton Elementary,2022,female
Thomas,McLaughlin,BUTTE - GLENN COMMUNITY COLLEGE,2010,male
Thomas,McLaughlin,BUTTE COMMUNITY COLLEGE,2010,male
Lou,Cecchi,Butte Community College,2012,male
Eugene,Massa Jr.,Butte Community College,2012,male
Mike,Walsh,BUTTE COUNTY OFFICE OF EDUCATION,2010,male
Brenda,McLaughlin,Butte County Office of Education,2012,female
Roger,Steel,Butte County Office of Education,2012,male
Ryne,Johnson,Butte County Office of Education,2012,male
Amy,Christianson,Butte County Office of Education,2012,female
Howard,Ferguson,Butte County Office of Education,2018,male
Mike,Walsh,Butte County Office of Education,2018,male
Alan,White,Butte County Office of Education,2018,female
Julian,Diaz,Butte County Office of Education,2020,female
Shannon,Struble,BUTTE VALLEY UNIFIED,2010,male
Chet,Porterfield,BUTTE VALLEY UNIFIED,2010,male
Heather,Criss,Butte Valley Unified,2020,female
Mark,Baldwin,Butte Valley Unified,2020,male
Thomas,McLaughlin,Butte-Glenn Community College,2014,male
Thomas,Forster,Butte-Glenn Community College,2018,male
Julie,Boss,Butte-Glenn Community College,2018,female
Ken,Silman,Byron Union Elementary,2012,male
Mark,McBride,Byron Union Elementary,2012,male
David,Turner,Byron Union Elementary,2016,male
